iso3,year,games_type,gold,silver,bronze,total_medals,has_medal,country,population,gdp_current_usd,gdp_per_capita,life_expectancy,adult_literacy_rate,unemployment_rate
MUS,1976,Summer,0.0,0.0,0.0,0.0,0,Mauritius,906507.0,713510051.522669,787.098225962589,64.3810243902439,84.3000030517578,9.451
PAN,1976,Summer,0.0,0.0,0.0,0.0,0,Panama,1776935.0,2588106000.0,1456.50009707727,67.794,88.0699996948242,6.303
WSM,1976,Summer,0.0,0.0,0.0,0.0,0,Samoa,157113.0,85003077.6967563,541.03147223181,63.301,99.4000015258789,2.44
SDN,1976,Summer,0.0,0.0,0.0,0.0,0,Sudan,14569716.0,6013210815.66115,325.185607910156,53.342,61.3499984741211,15.702
TGO,1976,Summer,0.0,0.0,0.0,0.0,0,Togo,2637796.0,874681611.928369,331.595624501807,49.509,53.1800003051758,4.222
ZWE,1976,Summer,0.0,0.0,0.0,0.0,0,Zimbabwe,6287105.0,4318372347.70827,686.861814413513,57.628,83.5100021362305,4.938
ERI,1976,Summer,0.0,0.0,0.0,0.0,0,Eritrea,1443807.0,477101651.648376,265.240962963337,42.587,52.5099983215332,5.256
PRY,1976,Summer,0.0,0.0,0.0,0.0,0,Paraguay,2758836.0,1698960317.46032,615.825049934218,63.654,90.2699966430664,4.98
BRB,1976,Summer,0.0,0.0,0.0,0.0,0,Barbados,251442.0,435911268.58968,1733.64540764741,70.114,,22.94
CRI,1976,Summer,0.0,0.0,0.0,0.0,0,Costa Rica,2147774.0,2412555425.90432,1123.28179124262,70.946,92.629997253418,3.93
MOZ,1976,Summer,0.0,0.0,0.0,0.0,0,Mozambique,9867209.0,2798696511.18156,205.585216062094,43.923,27.0,3.033
LKA,1976,Summer,0.0,0.0,0.0,0.0,0,Sri Lanka,13796770.0,3591319857.31272,260.301495010261,65.84,90.8099975585938,14.22
URY,1976,Summer,0.0,0.0,0.0,0.0,0,Uruguay,2891392.0,3667161241.48372,1268.30303240921,69.887,96.7799987792969,8.96
TON,1976,Summer,0.0,0.0,0.0,0.0,0,Tonga,95325.0,30036416.9619944,315.094854046623,65.418,99.5899963378906,1.35
ZMB,1976,Summer,0.0,0.0,0.0,0.0,0,Zambia,5143842.0,2742859262.9794,533.231631721853,56.102,69.1500015258789,19.544
PAK,1976,Summer,0.0,0.0,1.0,1.0,1,Pakistan,71620254.0,13168080808.0808,183.859733422347,55.069,42.7000007629395,0.596
PER,1976,Summer,0.0,0.0,0.0,0.0,0,Peru,15716809.0,16131958850.6444,1026.41438542928,58.57,87.6699981689453,5.071
SUR,1976,Summer,0.0,0.0,0.0,0.0,0,Suriname,388289.0,505500000.0,1301.86536317022,60.155,89.5999984741211,17.28
LUX,1976,Summer,0.0,0.0,0.0,0.0,0,Luxembourg,360731.0,3423586206.89655,9490.6903118849,70.2204146341464,,2.029
DJI,1976,Summer,0.0,0.0,0.0,0.0,0,Djibouti,230737.0,395794538.630775,816.874614065329,50.335,,25.985
SEN,1976,Summer,0.0,0.0,0.0,0.0,0,Senegal,5308564.0,2869777884.45166,540.594007051938,44.809,26.8700008392334,2.926
VIR,1976,Summer,0.0,0.0,0.0,0.0,0,,,,,,,
GUY,1976,Summer,0.0,0.0,0.0,0.0,0,Guyana,752253.0,454440000.0,604.105267775602,60.449,85.6399993896484,11.9
LBN,1976,Summer,0.0,0.0,0.0,0.0,0,Lebanon,2726469.0,3313540067.93246,959.153901867443,36.436,92.6699981689453,8.259
TZA,1976,Summer,0.0,0.0,0.0,0.0,0,Tanzania,16736211.0,6472511987.84735,397.542755126953,49.459,59.1100006103516,3.679
IRQ,1976,Summer,0.0,0.0,0.0,0.0,0,Iraq,11927651.0,17754825601.0836,1488.54335200482,63.569,74.0500030517578,8.368
HTI,1976,Summer,0.0,0.0,0.0,0.0,0,Haiti,5198357.0,879000000.0,169.091888071558,48.972,74.0273206930105,7.428
MCO,1976,Summer,0.0,0.0,0.0,0.0,0,Monaco,25895.0,735324244.667397,28396.3794040315,73.797,,
NPL,1976,Summer,0.0,0.0,0.0,0.0,0,Nepal,14177649.0,1452788984.86265,102.470373251774,45.991,55.5625898340797,10.493
AUS,1976,Winter,0.0,0.0,0.0,0.0,0,Australia,14033000.0,105060616984.856,7486.6826042084,73.0146341463415,,10.733
AUT,1976,Winter,2.0,2.0,2.0,6.0,1,Austria,7565525.0,42791707448.0325,5656.1451383787,71.5658536585366,,3.59
BLR,1976,Winter,0.0,0.0,0.0,0.0,0,Belarus,9411000.0,16939790093.9054,1658.08641281239,70.3968292682927,,3.1
BEL,1976,Winter,0.0,0.0,0.0,0.0,0,Belgium,9818227.0,71113882967.6071,7243.04734119583,72.119756097561,,6.702
CAN,1976,Winter,1.0,1.0,1.0,3.0,1,Canada,23449808.0,207271612576.065,8838.94710677652,73.8560975609756,,11.197
CZE,1976,Winter,0.0,1.0,0.0,1.0,1,Czechia,10125939.0,35051065440.3962,3396.70972430469,70.5326829268293,,2.6
EST,1976,Winter,0.0,0.0,0.0,0.0,0,Estonia,1439576.0,4123011419.74174,2819.12612100926,69.3450731707317,99.7699966430664,3.681
FIN,1976,Winter,2.0,4.0,1.0,7.0,1,Finland,4725664.0,31852352669.6415,6740.29145314637,71.8129268292683,,11.595
FRA,1976,Winter,0.0,0.0,1.0,1.0,1,France,54232383.0,368488292816.171,6794.61739337861,73.1024390243903,,10.203
DEU,1976,Winter,2.0,5.0,3.0,10.0,1,Germany,78336950.0,521658712132.981,6659.16546576017,71.7122195121951,,6.323
DEU,1976,Winter,7.0,5.0,7.0,19.0,1,Germany,78336950.0,521658712132.981,6659.16546576017,71.7122195121951,,6.323
HUN,1976,Winter,0.0,0.0,0.0,0.0,0,Hungary,10598677.0,13235612078.8396,1248.79851313891,69.5731707317073,98.8600006103516,9.942
ITA,1976,Winter,1.0,2.0,1.0,4.0,1,Italy,55718260.0,225235205861.828,4042.39482463789,72.9919512195122,,9.321
JPN,1976,Winter,0.0,0.0,0.0,0.0,0,Japan,112775000.0,598883902155.605,5310.43140904992,74.6865853658537,,2.158
LVA,1976,Winter,0.0,0.0,0.0,0.0,0,Latvia,2470989.0,5799465288.41246,2360.1714816213,69.0478048780488,99.75,6.6
NLD,1976,Winter,1.0,2.0,3.0,6.0,1,Curacao,149399.0,109329386564.427,7937.35246713998,69.951,,5.555
NLD,1976,Winter,1.0,2.0,3.0,6.0,1,Netherlands,13774037.0,109329386564.427,7937.35246713998,74.6470731707317,,5.555
NZL,1976,Winter,0.0,0.0,0.0,0.0,0,New Zealand,3110500.0,13604832424.0062,4373.84099791231,72.4219512195122,,10.667
NOR,1976,Winter,3.0,3.0,1.0,7.0,1,Norway,4026152.0,35942270686.3374,8927.20162734477,75.039512195122,,5.91
CHN,1976,Winter,0.0,0.0,0.0,0.0,0,China,930685000.0,154196810058.643,165.680987722637,61.225,90.9199981689453,2.37
POL,1976,Winter,0.0,0.0,0.0,0.0,0,Poland,34356300.0,94337050693.2727,2459.02068468253,70.6560975609756,,13.645
RUS,1976,Winter,13.0,6.0,8.0,27.0,1,Russian Federation,135147000.0,554828660436.137,3778.01977539063,67.4875609756098,99.4400024414062,5.181
PRK,1976,Winter,0.0,0.0,0.0,0.0,0,"Korea, Dem. People's Rep.",17243450.0,,,65.325,100.0,2.333
SVK,1976,Winter,0.0,0.0,0.0,0.0,0,Slovak Republic,4789507.0,15699327209.2121,2959.33644860111,70.4631951219512,,12.192
SVN,1976,Winter,0.0,0.0,0.0,0.0,0,Slovenia,1820249.0,14277261540.7456,7151.15243829224,70.3073170731707,,7.809
ESP,1976,Winter,0.0,0.0,0.0,0.0,0,Spain,36137812.0,118422534195.474,3276.97023260494,73.6426829268293,97.1699981689453,17.697
SWE,1976,Winter,0.0,0.0,2.0,2.0,1,Sweden,8222286.0,89233541403.6135,10852.6438272293,74.9692682926829,,5.722
CHE,1976,Winter,1.0,3.0,1.0,5.0,1,Switzerland,6302504.0,68476524643.943,10864.971231108,74.7853658536585,,2.344
UKR,1976,Winter,0.0,0.0,0.0,0.0,0,Ukraine,49120842.0,74703517902.6642,1444.248046875,70.144,,1.9
GBR,1976,Winter,1.0,0.0,0.0,1.0,1,United Kingdom,56211968.0,232614555256.065,4138.16778761535,72.7756097560976,,9.772
USA,1976,Winter,3.0,3.0,4.0,10.0,1,United States,218035000.0,1873412000000.0,8592.25353727612,72.8560975609756,,7.5
ARG,1976,Winter,0.0,0.0,0.0,0.0,0,Argentina,26282283.0,51169499892.1722,1946.91990388248,67.03,93.9100036621094,6.36
ARM,1976,Winter,0.0,0.0,0.0,0.0,0,Armenia,2818165.0,1272835453.42634,356.350780006933,64.0014878048781,99.7399978637695,1.8
AZE,1976,Winter,0.0,0.0,0.0,0.0,0,Azerbaijan,5781000.0,444658671.586716,60.2351205405972,59.477,99.7699966430664,1.8
BHS,1976,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
BHR,1976,Winter,0.0,0.0,0.0,0.0,0,Bahrain,297863.0,1581709518.98261,5310.19132615533,68.858,97.870002746582,0.971
BMU,1976,Winter,0.0,0.0,0.0,0.0,0,Bermuda,53210.0,386300000.0,7259.91355008457,71.331,,
BWA,1976,Winter,0.0,0.0,0.0,0.0,0,Botswana,758508.0,372025093.006273,490.469570533565,60.209,,16.326
BRA,1976,Winter,0.0,0.0,0.0,0.0,0,Brazil,110213349.0,153168949208.207,1389.74952306555,60.007,74.5899963378906,7.086
BGR,1976,Winter,0.0,0.0,0.0,0.0,0,Bulgaria,8758599.0,19839230769.2308,2238.80295786574,71.3948780487805,,15.3
BFA,1976,Winter,0.0,0.0,0.0,0.0,0,Burkina Faso,6280635.0,976547188.054778,155.485422740659,43.327,12.8500003814697,2.511
TWN,1976,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
COL,1976,Winter,0.0,0.0,0.0,0.0,0,Colombia,23858810.0,15341403660.4698,643.007914496566,64.642,91.2099990844727,9.44
HRV,1976,Winter,0.0,0.0,0.0,0.0,0,Croatia,4535934.0,10621169290.9986,2321.15204123035,70.4553658536585,,10.914
CUB,1976,Winter,0.0,0.0,0.0,0.0,0,Cuba,9571242.0,13789579902.5579,1440.73046137146,70.878,99.8000030517578,8.778
CIV,1976,Winter,0.0,0.0,0.0,0.0,0,Cote d'Ivoire,7057958.0,4662053824.83955,660.538618229175,48.863,34.1399993896484,6.7
DNK,1976,Winter,0.0,0.0,0.0,0.0,0,Denmark,5072596.0,44503607444.1687,8773.3396162771,73.739756097561,,9.027
DOM,1976,Winter,0.0,0.0,0.0,0.0,0,Dominican Republic,5180404.0,3951500000.0,762.778347016951,61.739,87.0,6.7
ECU,1976,Winter,0.0,0.0,0.0,0.0,0,Ecuador,7320912.0,9091921030.17345,1241.91098461141,61.425,92.3899993896484,4.346
EGY,1976,Winter,0.0,0.0,0.0,0.0,0,"Egypt, Arab Rep.",39795557.0,13315988083.4161,334.609918474469,52.484,38.2000007629395,8.92
ETH,1976,Winter,0.0,0.0,0.0,0.0,0,Ethiopia,32534418.0,4943806093.23672,151.95618662171,41.32,27.0100002288818,3.379
FJI,1976,Winter,0.0,0.0,0.0,0.0,0,Fiji,585534.0,694540806.380644,1186.16648457757,62.1,,4.653
GEO,1976,Winter,0.0,0.0,0.0,0.0,0,Georgia,4342400.0,8833588173.40023,1843.90343235858,66.894,99.6500015258789,5.4
GHA,1976,Winter,0.0,0.0,0.0,0.0,0,Ghana,10594913.0,2765254237.28814,260.998295813107,49.732,57.9000015258789,4.7
GRC,1976,Winter,0.0,0.0,0.0,0.0,0,Greece,9188150.0,30719552238.806,3343.38819444676,73.6791219512195,,8.927
GRD,1976,Winter,0.0,0.0,0.0,0.0,0,Grenada,97632.0,110900457.037037,1173.07809597238,67.949,,
HKG,1976,Winter,0.0,0.0,0.0,0.0,0,"Hong Kong SAR, China",4518000.0,12876366008.8077,2850.0146101832,72.7890243902439,,1.96
IND,1976,Winter,0.0,0.0,0.0,0.0,0,India,625861883.0,102716451979.68,164.119999587322,51.302,62.75,7.733
IDN,1976,Winter,0.0,0.0,0.0,0.0,0,Indonesia,135173655.0,37269156626.506,275.713167824796,56.445,67.3099975585938,2.734
IRL,1976,Winter,0.0,0.0,0.0,0.0,0,Ireland,3238050.0,9453756014.71837,2919.58308695615,71.8566097560976,,15.021
IRN,1976,Winter,0.0,0.0,0.0,0.0,0,"Iran, Islamic Rep.",34837271.0,68055295080.7542,1953.5196967855,55.771,36.5200004577637,10.653
ISR,1976,Winter,0.0,0.0,0.0,0.0,0,Israel,3533000.0,15956349550.0166,4516.37405887818,72.9560975609756,,14.08
JAM,1976,Winter,0.0,0.0,0.0,0.0,0,Jamaica,2045578.0,2966042856.04286,1449.977882067,68.412,,6.389
JOR,1976,Winter,0.0,0.0,0.0,0.0,0,Jordan,1958177.0,1708521219.46003,872.506019353732,64.654,92.5500030517578,19.945
KAZ,1976,Winter,0.0,0.0,0.0,0.0,0,Kazakhstan,13998738.0,24917355371.9008,1437.59848100913,61.301,,1.0
KEN,1976,Winter,0.0,0.0,0.0,0.0,0,Kenya,13957623.0,3474542391.69992,248.935108198575,57.153,82.2300033569336,2.903
SRB,1976,Winter,0.0,0.0,0.0,0.0,0,Kosovo,1434880.0,23277430167.5978,3053.90516860949,57.54,98.8399963378906,13.372
SRB,1976,Winter,0.0,0.0,0.0,0.0,0,Serbia,7418973.0,23277430167.5978,3053.90516860949,71.7468536585366,98.8399963378906,13.372
KWT,1976,Winter,0.0,0.0,0.0,0.0,0,Kuwait,1178711.0,13132252801.9372,11141.1981409668,70.2014390243903,67.5199966430664,0.875
KGZ,1976,Winter,0.0,0.0,0.0,0.0,0,Kyrgyz Republic,3358700.0,2315346942.855,512.766741120388,59.8842682926829,,1.1
LTU,1976,Winter,0.0,0.0,0.0,0.0,0,Lithuania,3328664.0,8430207164.43677,2340.67545970008,70.9580487804878,,1.2
MYS,1976,Winter,0.0,0.0,0.0,0.0,0,Malaysia,11750097.0,11050234598.6249,940.437734141673,66.233,69.5199966430664,3.71
MEX,1976,Winter,0.0,0.0,0.0,0.0,0,Mexico,60645512.0,88875923765.072,1465.49877862474,62.475,82.9899978637695,3.235
MDA,1976,Winter,0.0,0.0,0.0,0.0,0,Moldova,2596491.0,2319243435.96096,778.017667420102,63.968,96.6500015258789,3.7
MNG,1976,Winter,0.0,0.0,0.0,0.0,0,Mongolia,1531945.0,2101394100.0,1235.14422497627,54.5484146341463,97.7699966430664,5.843
MAR,1976,Winter,0.0,0.0,0.0,0.0,0,Morocco,17574182.0,9584297284.28316,543.368469238281,52.048,41.5900001525879,13.8
NAM,1976,Winter,0.0,0.0,0.0,0.0,0,Namibia,906566.0,2421990338.12083,2467.80765504439,58.041,88.2018591728156,18.932
NGA,1976,Winter,0.0,0.0,0.0,0.0,0,Niger,5464962.0,1064517601.29025,194.789570593583,37.101,70.1999969482422,3.81
NGA,1976,Winter,0.0,0.0,0.0,0.0,0,Nigeria,65258009.0,36308883248.731,556.389687719878,44.186,70.1999969482422,3.81
MKD,1976,Winter,0.0,0.0,0.0,0.0,0,North Macedonia,1825830.0,2436849341.97604,1198.92829846257,67.7716829268293,94.0599975585938,26.3
PHL,1976,Winter,0.0,0.0,0.0,0.0,0,Philippines,43201488.0,19381055197.2794,448.620084504484,60.869,83.3199996948242,3.844
PRT,1976,Winter,0.0,0.0,0.0,0.0,0,Portugal,9355810.0,20332831564.9867,2173.28393425975,68.8609756097561,,3.985
PRI,1976,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
QAT,1976,Winter,0.0,0.0,0.0,0.0,0,Qatar,209052.0,3284273986.71808,15710.3208135683,68.172,88.9599990844727,0.87
ROU,1976,Winter,0.0,0.0,0.0,0.0,0,Romania,21551634.0,40424528301.8868,1753.19285632198,69.6987804878049,96.7099990844727,8.26
SMR,1976,Winter,0.0,0.0,0.0,0.0,0,San Marino,19110.0,1048316128.20361,40126.9331369802,75.431,99.9100036621094,
SAU,1976,Winter,0.0,0.0,0.0,0.0,0,Saudi Arabia,4807933.0,64005665722.3796,13312.5119926546,58.782,70.8199996948242,7.2
ZAF,1976,Winter,0.0,0.0,0.0,0.0,0,South Africa,26395450.0,41150460287.6151,1558.99824733487,58.0,76.1999969482422,23.262
SYR,1976,Winter,0.0,0.0,0.0,0.0,0,Syrian Arab Republic,7817320.0,7633528866.93424,976.48924016597,64.844,82.8899993896484,6.949
THA,1976,Winter,0.0,0.0,0.0,0.0,0,Thailand,41896504.0,16985208648.2112,405.408734060752,60.371,87.9800033569336,1.35
TUN,1976,Winter,0.0,0.0,0.0,0.0,0,Tunisia,5996994.0,4508191942.16081,751.741946408618,60.313,48.189998626709,15.616
TUR,1976,Winter,0.0,0.0,0.0,0.0,0,Turkiye,41899984.0,51450000000.0,1227.92409658199,60.014,65.6900024414062,8.509
TKM,1976,Winter,0.0,0.0,0.0,0.0,0,Turkmenistan,2558521.0,3010982414.24425,845.932942002334,57.449,99.9000015258789,1.5
UGA,1976,Winter,0.0,0.0,0.0,0.0,0,Uganda,12037294.0,2447300000.0,203.309813650809,46.169,68.1399993896484,3.556
UZB,1976,Winter,0.0,0.0,0.0,0.0,0,Uzbekistan,13998620.0,10722799639.3121,550.999615085024,61.903,98.6399993896484,2.9
VEN,1976,Winter,0.0,0.0,0.0,0.0,0,"Venezuela, RB",13606284.0,31419534883.7209,2309.19293494983,67.266,94.6620701964151,7.69
LIE,1976,Winter,0.0,0.0,2.0,2.0,1,Liechtenstein,24058.0,272489300.467827,11326.3488431219,74.4749512195122,,
DZA,1976,Winter,0.0,0.0,0.0,0.0,0,Algeria,16409170.0,17728240932.3158,1080.38620675609,48.034,69.870002746582,24.38
BDI,1976,Winter,0.0,0.0,0.0,0.0,0,Burundi,3882626.0,448412753.623188,115.492131774523,43.691,59.2999992370605,3.133
SGP,1976,Winter,0.0,0.0,0.0,0.0,0,Singapore,2293300.0,6327077974.10703,2758.94038028476,70.7470487804878,82.9100036621094,3.09
TJK,1976,Winter,0.0,0.0,0.0,0.0,0,Tajikistan,3540076.0,1908554572.27139,337.833145514813,58.076,99.4499969482422,1.85
TTO,1976,Winter,0.0,0.0,0.0,0.0,0,Trinidad and Tobago,1066311.0,2500424955.23006,2344.93028321949,66.032,94.9700012207031,19.66
ARE,1976,Winter,0.0,0.0,0.0,0.0,0,United Arab Emirates,615866.0,19213158778.7928,31196.9791785759,65.806,98.2900009155273,1.713
VNM,1976,Winter,0.0,0.0,0.0,0.0,0,Viet Nam,47684931.0,25423812648.5941,404.559305078888,63.669,90.1600036621094,2.11
AFG,1976,Winter,0.0,0.0,0.0,0.0,0,Afghanistan,13059851.0,3521418059.92345,174.930991430166,40.518,35.9865546430738,8.011
CMR,1976,Winter,0.0,0.0,0.0,0.0,0,Cameroon,7597962.0,2898090001.8562,381.429915266252,50.017,41.2200012207031,8.999
CYP,1976,Winter,0.0,0.0,0.0,0.0,0,Cyprus,662032.0,576090073.715036,1157.41162109375,70.805,94.3600006103516,2.09
GAB,1976,Winter,0.0,0.0,0.0,0.0,0,Gabon,677628.0,3009409974.26856,4441.09448586623,55.97,,17.725
GTM,1976,Winter,0.0,0.0,0.0,0.0,0,Guatemala,6262404.0,4365300200.0,697.064609693019,47.617,64.2099990844727,2.639
MNE,1976,Winter,0.0,0.0,0.0,0.0,0,Montenegro,552562.0,854261160.714286,1405.81632669854,71.8461951219512,98.5299987792969,30.283
CHL,1976,Winter,0.0,0.0,0.0,0.0,0,Chile,10838251.0,10523479088.8075,970.957314866348,66.819,94.2900009155273,4.35
ISL,1976,Winter,0.0,0.0,0.0,0.0,0,Iceland,220154.0,1669488389.96542,7583.27529804327,76.9721951219512,,4.305
MUS,1976,Winter,0.0,0.0,0.0,0.0,0,Mauritius,906507.0,713510051.522669,787.098225962589,64.3810243902439,84.3000030517578,9.451
PAN,1976,Winter,0.0,0.0,0.0,0.0,0,Panama,1776935.0,2588106000.0,1456.50009707727,67.794,88.0699996948242,6.303
WSM,1976,Winter,0.0,0.0,0.0,0.0,0,Samoa,157113.0,85003077.6967563,541.03147223181,63.301,99.4000015258789,2.44
SDN,1976,Winter,0.0,0.0,0.0,0.0,0,Sudan,14569716.0,6013210815.66115,325.185607910156,53.342,61.3499984741211,15.702
TGO,1976,Winter,0.0,0.0,0.0,0.0,0,Togo,2637796.0,874681611.928369,331.595624501807,49.509,53.1800003051758,4.222
ZWE,1976,Winter,0.0,0.0,0.0,0.0,0,Zimbabwe,6287105.0,4318372347.70827,686.861814413513,57.628,83.5100021362305,4.938
ERI,1976,Winter,0.0,0.0,0.0,0.0,0,Eritrea,1443807.0,477101651.648376,265.240962963337,42.587,52.5099983215332,5.256
PRY,1976,Winter,0.0,0.0,0.0,0.0,0,Paraguay,2758836.0,1698960317.46032,615.825049934218,63.654,90.2699966430664,4.98
BRB,1976,Winter,0.0,0.0,0.0,0.0,0,Barbados,251442.0,435911268.58968,1733.64540764741,70.114,,22.94
CRI,1976,Winter,0.0,0.0,0.0,0.0,0,Costa Rica,2147774.0,2412555425.90432,1123.28179124262,70.946,92.629997253418,3.93
MOZ,1976,Winter,0.0,0.0,0.0,0.0,0,Mozambique,9867209.0,2798696511.18156,205.585216062094,43.923,27.0,3.033
LKA,1976,Winter,0.0,0.0,0.0,0.0,0,Sri Lanka,13796770.0,3591319857.31272,260.301495010261,65.84,90.8099975585938,14.22
URY,1976,Winter,0.0,0.0,0.0,0.0,0,Uruguay,2891392.0,3667161241.48372,1268.30303240921,69.887,96.7799987792969,8.96
TON,1976,Winter,0.0,0.0,0.0,0.0,0,Tonga,95325.0,30036416.9619944,315.094854046623,65.418,99.5899963378906,1.35
ZMB,1976,Winter,0.0,0.0,0.0,0.0,0,Zambia,5143842.0,2742859262.9794,533.231631721853,56.102,69.1500015258789,19.544
PAK,1976,Winter,0.0,0.0,0.0,0.0,0,Pakistan,71620254.0,13168080808.0808,183.859733422347,55.069,42.7000007629395,0.596
PER,1976,Winter,0.0,0.0,0.0,0.0,0,Peru,15716809.0,16131958850.6444,1026.41438542928,58.57,87.6699981689453,5.071
SUR,1976,Winter,0.0,0.0,0.0,0.0,0,Suriname,388289.0,505500000.0,1301.86536317022,60.155,89.5999984741211,17.28
LUX,1976,Winter,0.0,0.0,0.0,0.0,0,Luxembourg,360731.0,3423586206.89655,9490.6903118849,70.2204146341464,,2.029
DJI,1976,Winter,0.0,0.0,0.0,0.0,0,Djibouti,230737.0,395794538.630775,816.874614065329,50.335,,25.985
SEN,1976,Winter,0.0,0.0,0.0,0.0,0,Senegal,5308564.0,2869777884.45166,540.594007051938,44.809,26.8700008392334,2.926
VIR,1976,Winter,0.0,0.0,0.0,0.0,0,,,,,,,
GUY,1976,Winter,0.0,0.0,0.0,0.0,0,Guyana,752253.0,454440000.0,604.105267775602,60.449,85.6399993896484,11.9
LBN,1976,Winter,0.0,0.0,0.0,0.0,0,Lebanon,2726469.0,3313540067.93246,959.153901867443,36.436,92.6699981689453,8.259
TZA,1976,Winter,0.0,0.0,0.0,0.0,0,Tanzania,16736211.0,6472511987.84735,397.542755126953,49.459,59.1100006103516,3.679
IRQ,1976,Winter,0.0,0.0,0.0,0.0,0,Iraq,11927651.0,17754825601.0836,1488.54335200482,63.569,74.0500030517578,8.368
HTI,1976,Winter,0.0,0.0,0.0,0.0,0,Haiti,5198357.0,879000000.0,169.091888071558,48.972,74.0273206930105,7.428
MCO,1976,Winter,0.0,0.0,0.0,0.0,0,Monaco,25895.0,735324244.667397,28396.3794040315,73.797,,
NPL,1976,Winter,0.0,0.0,0.0,0.0,0,Nepal,14177649.0,1452788984.86265,102.470373251774,45.991,55.5625898340797,10.493
AUS,1972,Summer,8.0,7.0,2.0,17.0,1,Australia,13177000.0,52042056074.7664,3949.46164337606,71.4575609756098,,10.733
AUT,1972,Summer,0.0,1.0,2.0,3.0,1,Austria,7544201.0,21973207929.0434,2912.59577111524,70.4634146341463,,3.59
BLR,1972,Summer,0.0,0.0,0.0,0.0,0,Belarus,9188968.0,16939790093.9054,1658.08641281239,70.8493170731708,,3.1
BEL,1972,Summer,0.0,2.0,0.0,2.0,1,Belgium,9711115.0,37209418018.5134,3831.63189999433,71.4051219512195,,6.702
CAN,1972,Summer,0.0,2.0,3.0,5.0,1,Canada,22218463.0,113463848873.624,5106.73708049128,72.9339024390244,,11.197
CZE,1972,Summer,2.0,4.0,2.0,8.0,1,Czechia,9867632.0,35051065440.3962,3396.70972430469,70.1765853658537,,2.6
EST,1972,Summer,0.0,0.0,0.0,0.0,0,Estonia,1392518.0,4123011419.74174,2819.12612100926,69.9291951219512,99.7699966430664,3.681
FIN,1972,Summer,3.0,1.0,4.0,8.0,1,Finland,4639657.0,14744499569.8308,3177.9287929756,70.7073170731707,,11.595
FRA,1972,Summer,2.0,4.0,7.0,13.0,1,France,52962356.0,201621751625.488,3806.8878889279,72.1073170731707,,10.203
DEU,1972,Summer,13.0,11.0,16.0,40.0,1,Germany,78688452.0,300899944795.436,3823.94032602696,70.9067073170732,,6.323
DEU,1972,Summer,20.0,23.0,23.0,66.0,1,Germany,78688452.0,300899944795.436,3823.94032602696,70.9067073170732,,6.323
HUN,1972,Summer,6.0,13.0,16.0,35.0,1,Hungary,10398489.0,7379313742.13684,709.652502602719,69.6646341463415,98.8600006103516,9.942
ITA,1972,Summer,5.0,3.0,10.0,18.0,1,Italy,54381345.0,145594833997.344,2677.29372999774,72.0753658536586,,9.321
JPN,1972,Summer,13.0,8.0,8.0,29.0,1,Japan,107188000.0,324933841268.585,3031.43860570759,73.1536585365854,,2.158
LVA,1972,Summer,0.0,0.0,0.0,0.0,0,Latvia,2395674.0,5799465288.41246,2360.1714816213,69.8787804878049,99.75,6.6
NLD,1972,Summer,3.0,1.0,1.0,5.0,1,Curacao,147710.0,109329386564.427,7937.35246713998,68.811,,5.555
NLD,1972,Summer,3.0,1.0,1.0,5.0,1,Netherlands,13328593.0,54787070173.0294,4110.49164551948,73.7270731707317,,5.555
NZL,1972,Summer,1.0,1.0,1.0,3.0,1,New Zealand,2903900.0,9567331064.65727,3294.64894268304,71.8292682926829,,10.667
NOR,1972,Summer,2.0,1.0,1.0,4.0,1,Norway,3933004.0,17358610849.701,4413.57569168528,74.3446341463415,,5.91
CHN,1972,Summer,0.0,0.0,0.0,0.0,0,China,862030000.0,113871930713.841,132.097410431007,58.579,90.9199981689453,2.37
POL,1972,Summer,7.0,5.0,9.0,21.0,1,Poland,33055650.0,94337050693.2727,2459.02068468253,70.6658536585366,,13.645
RUS,1972,Summer,50.0,27.0,22.0,99.0,1,Russian Federation,131909000.0,554828660436.137,3778.01977539063,68.3085365853659,99.4400024414062,5.181
PRK,1972,Summer,1.0,1.0,3.0,5.0,1,"Korea, Dem. People's Rep.",15975069.0,,,63.254,100.0,2.333
PRK,1972,Summer,0.0,1.0,0.0,1.0,1,"Korea, Dem. People's Rep.",15975069.0,,,63.254,100.0,2.333
SVK,1972,Summer,0.0,0.0,0.0,0.0,0,Slovak Republic,4596622.0,15699327209.2121,2959.33644860111,70.2982195121951,,12.192
SVN,1972,Summer,0.0,0.0,0.0,0.0,0,Slovenia,1752233.0,14277261540.7456,7151.15243829224,69.0585365853659,,7.809
ESP,1972,Summer,0.0,0.0,1.0,1.0,1,Spain,34604469.0,59090176028.993,1707.58800052655,72.8180487804878,97.1699981689453,17.697
SWE,1972,Summer,4.0,6.0,6.0,16.0,1,Sweden,8122300.0,48883734671.5941,6018.45963232017,74.7180487804878,,5.722
CHE,1972,Summer,0.0,3.0,0.0,3.0,1,Switzerland,6260956.0,36844318854.2403,5884.77524107186,73.6443902439024,,2.344
UKR,1972,Summer,0.0,0.0,0.0,0.0,0,Ukraine,47946893.0,74703517902.6642,1444.248046875,70.966,,1.9
